comment_id,video_id,video_title,timestamp,comment,sentiment,sarcasm_flag,confidence_level,augmentation_technique
1188,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,other shows handle contestant injuries with more care than this — i hate to say it but third gets nothing 😒 i said what i said,0,False,medium,comparative_framing
7735,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,genuinely the rearrangement punished preparation and rewarded luck. that's bad game design imo and i'm genuinely frustrated 😤,0,False,medium,intensity_scaling
5045,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,the scale keeps growing but the storytelling has stayed exactly the same,0,False,medium,original
5554,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,they barely showed marcus 😔 tbh,0,False,medium,original
30,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,marcus — you deserved better than what this show gave you. the halfway point recap was too long. killed the momentum i said what i said,0,False,medium,direct_address
6480,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,not gonna lie jake's hoarding was selfish 😤 tbh,0,False,medium,original
8611,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,the injury moment is when the show's duty of care was most clearly tested and most clearly fell short,0,False,medium,aspect_rotation
948,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,the twist made the first 50 hours feel pointless in retrospect and that bothers me,0,False,medium,aspect_rotation
4978,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,the social dynamics in this challenge were way too neat and polished to be unscripted,0,True,medium,original
8991,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,not gonna lie they should have given tyler the option to stop or restart when he got injured. not just let him limp through it honestly,0,False,medium,original
8344,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,"as someone who's been in endurance competitions, contestant medical events should come with at minimum a clock pause. this is 2024",0,False,medium,perspective_shift
3273,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:43:00,"look, once Priya had the map the competition was effectively over. the other 77 hours were content not competition ngl",0,False,medium,original
8301,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,like three minutes in and alliances are forming. this is a realllllity show not a challenge tbh,0,True,medium,original
1826,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,NO. like the dan-sofia conflict was resolved so quickly and neatly that it clearly served the edit rather than the competition. in a real isolated environment that conflict would have had lasting consequences. this one lasted exactly long enough to fill a dramatic beat full stop and that's final 😤,0,False,medium,intensity_scaling
7775,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:35:45,continuing after injury in a competition with no medical timeout policy is not inspiring it's a structural problem and that bothers me,0,False,medium,aspect_rotation
2360,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,you can't call it a fair test of navigation skills when you change the maze partway through full stop,0,False,medium,original
8351,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:12:00,that argument happening and no producer stepping in tells you what the show values,0,False,high,original
1595,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,i hate to say it but the rearrangement punished preparation and rewarded luck. that's bad game design honestly,0,False,medium,original
3641,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,actually it's well produced but i can't escape the feeling that i've already seen this smh,0,False,medium,original
2380,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:18,can we please talk about actually six weeks to build a MAZE and it still looked like it could fall apart in some sections? Disappointing. and that's just facts,0,False,medium,direct_address
8766,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,not gonna lie alliances forming in the literal first three minutes means the casting was deliberately adversarial! imo,0,False,medium,original
1357,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,the pacing died in the final stretch 😕,0,False,high,original
1488,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,"working in sports medicine, i hate to say it but producers should have stepped in 😒 imo",0,False,medium,perspective_shift
1802,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,other shows handle contestant injuries with more care than this — actually the casting clearly optimized for drama archetypes not for interesting people full stop,0,False,medium,comparative_framing
375,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,tbh all that setup for jake's arc and it ended with him wandering aimlessly. unsatisfying imo,0,False,medium,original
9922,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,priya's map was the most interesting strategic decision in the whole challenge and the camera spent more time on jake's confrontations than on how she actually drew and used it. the editing prioritized conflict over intelligence 😔😔! honestly,0,False,medium,original
5539,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,"from a documentary filmmaking standpoint, only three contestants mattered 😒 tbh",0,False,medium,perspective_shift
9959,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,"look, recap was padding 😒 i said what i said",0,False,medium,original
2397,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,"look, all that setup for jake's arc and it ended with him wandering aimlessly. unsatisfying",0,False,medium,original
3391,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,i lost a lot of trust in the show when they rearranged the maze overnight,0,False,high,original
8435,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,not gonna lie that drama felt so scripted 😒,0,False,medium,original
8458,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,actually priya's map deserved way more camera time. the editors buried the most interesting part of her strategy,0,False,medium,original
4595,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,why is nobody else bothered by honestly big number. big challenge. big prize. we've seen this exact format fifteen times now tbh,0,False,medium,direct_address
7636,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,real talk the vague rules setup someone for a serious injury and that's exactly what happened with tyler! smh,0,False,medium,original
9660,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,tbh the map was the story. the edit buried it in favor of confrontation clips 😔😔! ngl,0,False,medium,original
7682,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,tbh poor marcus 😔 tbh,0,False,medium,original
5108,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,real talk the alliances felt scripted 😒,0,True,medium,original
767,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,real talk the prize structure only exists to create a dramatic gap. not to fairly reward performance,0,False,medium,original
7224,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,other formats let you follow all contestants properly. this one abandoned half of them — a proper show would have paused everything the moment tyler's ankle gave,0,False,medium,comparative_framing
8555,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,like marcus had no follow up 😒😒 smh,0,False,medium,original
3485,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,i'm sorry but the pacing died in the final stretch 😞,0,False,medium,original
3442,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,honestly 47 minutes of content and the wrap-up felt like an afterthought! tbh,0,False,medium,original
517,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:31:00,honestly jake deserved some compensation after the rearrangement and that's just facts,0,False,medium,original
9172,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,actually putting ten people in a three-football-field maze with no GPS and calling it a fair competition is a stretch imo,0,False,medium,original
6159,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,actually the pacing died in the final stretch 😕 full stop,0,False,medium,original
2523,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,honestly that drama felt so scripted 😒 ngl — a bit disappointing tbh,0,False,medium,intensity_scaling
6261,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,alliances forming in the first three minutes is not organic. that's casting direction!,0,False,medium,original
1818,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,"as a health professional, real talk the map was the story. the edit buried it in favor of confrontation clips full stop",0,False,medium,perspective_shift
535,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:43:00,like the outcome was predictable from minute 14 honestly,0,True,medium,original
6301,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,am i the only one who's uncomfortable with the challenge format has become so predictable i knew every beat before it happened imo,0,False,medium,direct_address
2174,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,he made it 90 hours and then just gave up because he lost his map. that was a let down ngl,0,False,medium,original
40,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,TYLER getting hurt and the challenge just continuing without a medical timeout is the kind of thing that will cause a real problem eventually honestly,0,False,medium,original
4615,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,only three contestants mattered 😒,0,False,medium,original
4720,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,not gonna lie the last 15 minutes should have been the most intense. they weren't. i said what i said,0,False,medium,original
5615,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,i hate to say it but they should have paused the clock when someone needed medical attention. basic ethics,0,False,medium,original
9764,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,"look, pRIYA's map strategy was the most interesting part of the challenge and got the least camera time. editorial failure and that's just facts",0,False,medium,original
3034,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,tbh the 10:28 moment was the most uncomfortable part of this video for me 😬 honestly,0,False,medium,original
3258,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,ending dragged 😕 full stop,0,False,medium,original
1432,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,to anyone who participated in this: scripted drama 😒,0,True,medium,direct_address
1884,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,"look, cheating with a different name 🙄",0,False,medium,original
5597,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,honestly the scale keeps growing but the storytelling has stayed exactly the same,0,False,medium,original
9213,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,"whoever approved this decision: look, the alliance drama started way too fast it felt scripted from the beginning, no way that was organic i said what i said",0,False,medium,direct_address
8604,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,"look, the bts segment was too short 😒 smh",0,False,medium,original
159,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:18,the budget for this could have supported contestants better. the scale was prioritized over welfare imo,0,False,medium,aspect_rotation
4376,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,ngl three minutes in and alliances are forming. this is a reality show not a challenge,0,True,medium,original
6948,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,real talk poor marcus 😔 ngl,0,False,medium,original
9606,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,"from an ethics standpoint, look, changing the MAZE while people sleep is just cruel, not entertaining. Lost a lot of respect here. i said what i said",0,False,medium,perspective_shift
6185,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,i'm sorry but jake just running deeper into the maze at hour 90 was so anticlimactic after everything he went through and that's just facts,0,False,medium,original
6766,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,like 47 minutes of content and the wrap-up felt like an afterthought ngl,0,False,medium,original
1780,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,the screening process failed marcus. someone collapsed at hour 12. that's a design gap and it's a problem,0,False,medium,aspect_rotation
9891,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,recap was padding 😒,0,False,medium,original
4954,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,the map strategy only worked because the materials happened to be available. lucky circumstance and that bothers me,0,False,medium,aspect_rotation
2168,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,not gonna lie moving the maze while contestants sleep is manipulation not a challenge ngl,0,False,medium,original
6366,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,the bts segment deserved its own video not three rushed minutes at the end,0,False,medium,original
4847,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,ngl tyler's injury was genuinely concerning and the show treated it as a hype moment. that's wrong,0,False,medium,original
6750,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:12:00,honestly the argument scene was uncomfortable to watch and not in a good way! ngl,0,False,medium,original
5641,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,marcus was a person before he was a plot device. the edit forgot that,0,False,high,original
6242,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,tbh same promise every time 🙄,0,True,medium,original
1185,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:35:45,i hate to say it but injury shouldn't be inspirational framing 😞 and that's just facts,0,False,medium,original
9845,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:35,the budget for this production must be astronomical and i wonder where that money actually comes from ngl,0,False,medium,original
5868,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,actually the vague rules setup someone for a serious injury and that's exactly what happened with tyler,0,False,medium,original
550,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,the last 15 minutes should have been the most intense. they weren't.,0,False,high,original
6897,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,"from a welfare perspective, genuinely getting bored of this format tbh",0,False,medium,perspective_shift
5907,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,future contestants should know: tbh priya's map deserved way more camera time. the editors buried the most interesting part of her strategy! full stop,0,False,medium,direct_address
3096,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,real talk the 10:28 moment was the most uncomfortable part of this video for me imo,0,False,medium,original
2727,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,why is nobody else bothered by i'm sorry but second place in this challenge was nearly as hard as winning and the prize didn't reflect that and that's just facts,0,False,medium,direct_address
356,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:35:45,real talk the show glamorizing tyler pushing through an injury as heroic is irresponsible messaging 😤,0,False,medium,original
9421,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:19:05,like they glossed over what happened to contestants 4 and 5. just here one minute gone the next imo,0,False,medium,original
4222,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,tbh only three contestants mattered 😠😠 and that's just facts,0,False,medium,original
1502,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,real talk alliances forming in the first three minutes is not organic. that's casting direction — not ideal,0,False,medium,intensity_scaling
735,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,i'm sorry but jAKE hoarding supplies when people could have been in danger is not a strategy it's just selfish! i said what i said,0,False,medium,original
9798,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,alliances felt forced 🙄 ngl,0,True,medium,original
7727,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:18,"look, a three football field maze is impressive but if the walls can just be moved overnight it's not realllllly a maze it's a set i said what i said — this needs to be said 😒",0,False,medium,intensity_scaling
6046,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,scripted drama 😒,0,True,medium,original
1167,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:43:00,the winner was clear from the map moment. the other 77 hours were just waiting for it to happen honestly,0,True,medium,original
4883,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,actually contestants shouldn't have to figure out survival basics in a controlled production environment full stop,0,False,medium,original
3894,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:35:45,genuinely glamorizing injury is not goood tbh,0,False,medium,original
9770,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,real talk marcus was given a full intro package and then was gone in 12 hours with no follow-up. that edit tells you the show only values contestants for their dramatic potential not as people with real experiences worth documenting tbh and i'm genuinely frustrated 😤,0,False,medium,intensity_scaling
138,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,real talk the 10:28 moment was the show at its most uncomfortable. the fact it's in the video at all is a choice,0,False,medium,original
2777,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,like two million people applied and the show selected ten. the selection criteria clearly prioritized potential for drama over genuine survival ability. that's not a competition it's casting for a reallllity show! smh,0,False,medium,original
2120,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,to anyone who participated in this: i hate to say it but by hour 50 with three people left the challenge should have been more intense than it was. the editing let it breathe too much imo,0,False,medium,direct_address
1880,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,ngl the twist was entertaining for the audience but completely unfair to the contestants inside,0,False,medium,original
9912,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,genuinely putting people in a physically grueling isolated environment for 100 hours with minimal support and then filming when something goes medically wrong is something this channel needs to think seriously about tbh,0,False,medium,original
2806,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,tyler suffered a serious injury and came second and got a tenth of what priya got. the math isn't right ngl,0,False,medium,original
9458,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,real talk marcus was set up to fail and the show gave him no realllll follow-up after he was eliminated ngl,0,False,medium,original
4662,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,honestly ngl 50k for second is not enough 😔😔 and it's a problem,0,False,medium,intensity_scaling
4373,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,next one will be even bigger they say this every single time! full stop,0,True,medium,original
219,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:43:00,i hate to say it but goood for priya but the outcome was inevitable from hour 14. there was no real competition after the map imo,0,True,medium,original
5723,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,honestly every alliance drama beat in this video felt like it was produced not organic,0,False,medium,original
6029,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,genuinely jake's hoarding was selfish 😬,0,False,medium,original
1391,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,tbh the no phones no gps rule in a maze that size for that long feels like it's designed to create dangerous situations not to test ability,0,False,medium,original
5091,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,i hate to say it but marcus story felt exploitative. show him struggling then cut away. not greattt honestly,0,False,medium,original
2154,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:19:05,they glossed over what happened to contestants 4 and 5. just here one minute gone the next,0,False,high,original
3664,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,tbh what's the point of having a strategy if the game just changes while you sleep tbh,0,False,medium,original
6931,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,genuinely the fact that no one paused the challenge when tyler got injured tells you everything about priorities smh — this needs to be said 😒,0,False,medium,intensity_scaling
7668,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,the editing here is worse than similar videos i've seen — real talk the last 15 minutes should have been the most intense. they weren't. and that's just facts,0,False,medium,comparative_framing
7436,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,anyone thinking of applying for this: real talk they've been promising bigger and better for three videos now. the formula is running out of road ngl,0,False,medium,direct_address
2273,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,like eliminating someone for a medical episode beyond their control is ethically wrong smh,0,False,medium,original
4175,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,ngl moving the maze while contestants sleep is manipulation not a challenge,0,False,medium,original
1000,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,like tyler should have been given a medical break 😒😒!,0,False,medium,original
8707,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,ngl putting ten people in a three-football-field maze with no GPS and calling it a fair competition is a stretch full stop,0,False,medium,original
2391,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,ngl the 10:28 moment was the show at its most uncomfortable. the fact it's in the video at all is a choice,0,False,medium,original
527,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,two million people applied and we got ten contestants who all fit the same dramatic archetypes 😬,0,False,medium,original
306,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,tbh no strategy justifies withholding survival supplies in a real endurance challenge and that's just facts,0,False,medium,original
3130,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,tbh the prize structure only exists to create a dramatic gap. not to fairly reward performance honestly,0,False,medium,original
1041,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,jake's ending was anticlimactic 🙄🙄 smh,0,False,medium,original
856,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,i've seen better welfare practices in other challenge channels — he made it 90 hours and then just gave up because he lost his map. that was a let down tbh,0,False,medium,comparative_framing
6300,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,"The alliance drama started way too fast it felt scripted from the beginning, no way that was organic and that's just facts and i'm genuinely frustrated 😤",0,False,medium,intensity_scaling
7547,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,the last 20 minutes dragged. needed tighter editing,0,False,high,original
9467,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,genuinely they should have paused the clock when someone needed medical attention. basic ethics ngl,0,False,medium,original
4316,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,marcus — you deserved better than what this show gave you. most contestants got no storyline tbh,0,False,medium,direct_address
8546,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,"from a legal perspective, the bts segment deserved its own video not three rushed minutes at the end",0,False,medium,perspective_shift
3353,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,"look, the bts segment deserved its own video not three rushed minutes at the end tbh",0,False,medium,original
6292,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,genuinely the rules were way too vague 😞 tbh,0,False,medium,original
1193,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,"look, the challenge format has become so predictable i knew every beat before it happened",0,False,medium,original
7081,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,actually 'find food find water find the exit' is not adequate guidance for a 100-hour challenge,0,False,medium,original
7808,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,jake hoarding supplies when people could have been in danger is not a strategy it's just selfish imo,0,False,medium,original
4900,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,same promise every time 🙄 smh,0,True,medium,original
8041,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,genuinely tyler should have stopped 😬 ngl,0,False,medium,original
4059,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,"working in sports medicine, tyler should have stopped 😕",0,False,medium,perspective_shift
3516,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:43:00,i'm sorry but once priya had the map the competition was effectively over. the other 77 hours were content not competition full stop,0,False,medium,original
2326,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,honestly i've been watching this channel since early on and this video confirms that the format has plateaued. bigger budget doesn't mean better storytelling. the emotional beats are predictable now. the alliances. the drama. the winner reveal. all expected. full stop,0,False,medium,original
8749,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,not gonna lie marcus deserved better 😒😒 honestly,0,False,medium,original
6350,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,other shows handle contestant injuries with more care than this — eliminating someone for a medical episode beyond their control is ethically wrong tbh,0,False,medium,comparative_framing
7266,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,same promise every time 🙄 honestly,0,True,medium,original
1614,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:12:00,"prize structures in other challenge formats are more equitable — i'm sorry but that argument at 12 mins was so unnecessarily aggressive, ruined the vibe of the whole video ngl full stop",0,False,medium,comparative_framing
6149,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,am i the only one who's uncomfortable with big number. big challenge. big prize. we've seen this exact format fifteen times now,0,False,medium,direct_address
3997,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,real talk they've been promising bigger and better for three videos now. the formula is running out of road ngl,0,False,medium,original
6565,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,the confrontation at 10:28 was aggressive and the show did nothing to deescalate,0,False,medium,original
1648,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:35:45,honestly calling it inspiring when someone pushes through injury in a competition is a way of making welfare issues watchable ngl,0,False,medium,original
6248,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,honestly the twist was entertaining for the audience but completely unfair to the contestants inside imo,0,False,medium,original
6661,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,honestly same promise every time 😠😠 and that's just facts,0,True,medium,original
2792,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,the cache being available to keep to yourself is a design flaw not a feature imo,0,False,medium,aspect_rotation
2055,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,i hate to say it but moving the maze while contestants sleep is manipulation not a challenge full stop,0,False,medium,original
2859,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:35:45,glamorizing injury is not good i said what i said,0,False,medium,original
4920,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,"as a former contestant on a different show, ngl medical elimination with no score protection is a flaw in the challenge design not a dramatic event imo",0,False,medium,perspective_shift
6648,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,like no strategy justifies withholding survival supplies in a real endurance challenge 🙄🙄 ngl,0,False,medium,original
2024,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,real talk the last 20 minutes dragged. needed tighter editing imo,0,False,medium,original
2829,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,eliminating someone for a medical episode beyond their control is ethically wrong!,0,False,medium,original
4314,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,like seen this video before 😒! tbh,0,False,medium,original
2450,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,not gonna lie priya's map deserved way more camera time. the editors buried the most interesting part of her strategy full stop,0,False,medium,original
3712,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,eliminating someone for a medical episode beyond their control is ethically wrong ngl,0,False,medium,original
7665,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:45:10,"look, jake joking about coming third is what he had to do on camera. the actual outcome for him was genuinely unfair",0,False,medium,original
1196,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,genuinely moving the maze while contestants sleep is manipulation not a challenge,0,False,medium,original
